GEOID20,District0,District1
360290069011005,27.0,85.0
360290069011006,27.0,85.0
360290069012000,27.0,85.0
360290069012001,27.0,85.0
360290069012002,27.0,85.0
360290069012003,27.0,85.0
360290069012004,27.0,85.0
360290069013000,27.0,85.0
360290069013001,27.0,85.0
360290069013002,27.0,85.0
360290069013003,27.0,85.0
360290069013004,27.0,85.0
360290069013005,27.0,85.0
360290069013006,26.0,85.0
360290069013007,26.0,85.0
360290069013008,27.0,85.0
360290069013009,27.0,85.0
360290069013010,27.0,85.0
360290069013011,27.0,85.0
360290069013012,27.0,85.0
360290069014000,27.0,85.0
360290069014001,27.0,85.0
360290069014002,27.0,85.0
360290069014003,27.0,85.0
360290069014004,27.0,85.0
360290069031000,27.0,85.0
360290069031001,27.0,85.0
360290069031002,27.0,85.0
360290069031003,33.0,85.0
360290069031004,27.0,85.0
360290069031005,27.0,85.0
360290069031006,33.0,85.0
360290069031007,33.0,85.0
360290069031008,33.0,85.0
360290069031009,33.0,85.0
360290069031010,33.0,85.0
360290069031011,33.0,85.0
360290069031012,33.0,85.0
360290069031013,33.0,85.0
360290069031014,33.0,85.0
360290069031015,33.0,85.0
360290069041000,33.0,85.0
360290069041001,33.0,85.0
360290069041002,33.0,85.0
360290069041003,33.0,85.0
360290069041004,33.0,85.0
360290069041005,29.0,85.0
360290069042000,27.0,85.0
360290069042001,27.0,85.0
360290069042002,27.0,85.0
360290069042003,33.0,85.0
360290069042004,33.0,85.0
360290069042005,33.0,85.0
360290069042006,33.0,85.0
360290069042007,33.0,85.0
360290069043000,33.0,85.0
360290069043001,33.0,85.0
360290069043002,33.0,85.0
360290069043003,33.0,85.0
360290069043004,33.0,85.0
360290069043005,33.0,85.0
360290069043006,33.0,85.0
360290069043007,33.0,85.0
360290069043008,33.0,85.0
360290069043009,33.0,85.0
360290070001000,26.0,85.0
360290070001001,26.0,85.0
360290070001002,26.0,85.0
360290070001003,26.0,85.0
360290070001004,26.0,85.0
360290070001005,27.0,85.0
360290070001006,27.0,85.0
360290070001007,26.0,85.0
360290070001008,26.0,85.0
360290070001009,26.0,85.0
360290070001010,27.0,85.0
360290070001011,26.0,61.0
360290070001012,26.0,61.0
360290070001015,26.0,85.0
360290070002000,29.0,85.0
360290070002001,26.0,85.0
360290070002002,26.0,85.0
360290070002003,29.0,85.0
360290070002009,29.0,85.0
360290070002010,29.0,85.0
360290070002011,29.0,85.0
360290070002012,29.0,85.0
360290070002013,29.0,85.0
360290070002014,29.0,85.0
360290070002015,29.0,85.0
360290070002016,29.0,85.0
360290070002017,29.0,85.0
360290070002018,29.0,85.0
360290070002019,29.0,85.0
360290070003000,27.0,85.0
360290070003001,27.0,85.0
360290070003002,26.0,85.0
360290070003003,26.0,85.0
360290070003004,26.0,85.0
360290070003005,29.0,85.0
360290070003006,29.0,85.0
360290070003007,29.0,85.0
360290070003008,29.0,85.0
360290070003009,29.0,85.0
360290070003010,29.0,85.0
360290070003011,29.0,85.0
360290070003012,29.0,85.0
360290070003013,29.0,85.0
360290070003014,33.0,85.0
360290071021000,29.0,85.0
360290071021001,29.0,85.0
360290071021002,29.0,85.0
360290071021003,29.0,85.0
360290071021004,29.0,85.0
360290071021005,29.0,85.0
360290071021006,29.0,85.0
360290071021007,29.0,85.0
360290071021008,29.0,85.0
360290071021009,29.0,85.0
360290071021010,29.0,85.0
360290071022000,33.0,85.0
360290071022001,33.0,85.0
360290071022002,33.0,85.0
360290071022003,33.0,85.0
360290071022004,33.0,85.0
360290071022005,29.0,85.0
360290071022006,29.0,85.0
360290071022007,33.0,85.0
360290071022008,29.0,85.0
360290071022009,29.0,85.0
360290071023000,33.0,85.0
360290071023001,33.0,85.0
360290071023002,33.0,85.0
360290071023003,33.0,85.0
360290071023004,33.0,85.0
360290071023005,29.0,85.0
360290071023006,29.0,85.0
360290071031000,33.0,85.0
360290071031001,33.0,85.0
360290071031002,33.0,85.0
360290071031003,29.0,85.0
360290071032000,29.0,85.0
360290071032001,29.0,85.0
360290071032002,29.0,85.0
360290071032003,29.0,85.0
360290071032004,29.0,85.0
360290071032005,29.0,85.0
360290071032006,29.0,85.0
360290071032007,29.0,85.0
360290071032008,29.0,85.0
360290071032009,29.0,85.0
360290071041000,33.0,85.0
360290071041001,33.0,85.0
360290071041002,33.0,85.0
360290071041003,33.0,85.0
360290071041004,29.0,85.0
360290071041005,33.0,85.0
360290071042000,33.0,85.0
360290071042001,33.0,85.0
360290071042002,33.0,85.0
360290071042003,29.0,85.0
360290071042004,29.0,85.0
360290071042005,29.0,85.0
360290071042006,29.0,85.0
360290071042007,29.0,85.0
360290071043000,29.0,85.0
360290071043001,29.0,85.0
360290071043002,29.0,85.0
360290071043003,29.0,85.0
360290071044000,29.0,85.0
360290071044001,29.0,85.0
360290071044002,29.0,85.0
360290072021000,29.0,85.0
360290072021001,29.0,85.0
360290072021002,29.0,85.0
360290072021003,29.0,85.0
360290072021004,29.0,85.0
360290072021005,29.0,85.0
360290072021006,29.0,85.0
360290072021010,29.0,85.0
360290072021011,29.0,85.0
360290072021012,29.0,85.0
360290072021013,29.0,85.0
360290072021014,29.0,85.0
360290072021015,29.0,85.0
360290072021017,29.0,85.0
360290072021018,29.0,85.0
360290072021019,29.0,85.0
360290072021020,29.0,85.0
360290072021021,29.0,85.0
360290072021022,29.0,85.0
360290163001000,29.0,87.0
360290163001001,29.0,87.0
360290163001002,29.0,87.0
360290163001003,29.0,87.0
360290163001004,29.0,87.0
360290163001005,29.0,87.0
360290163001006,29.0,87.0
360290163001007,29.0,87.0
360290163001008,29.0,87.0
360290163001009,29.0,87.0
360290163001010,29.0,87.0
360290163001011,29.0,87.0
360290163001012,29.0,87.0
360290163001013,29.0,87.0
360290163001014,29.0,87.0
360290163001015,29.0,87.0
360290163001016,29.0,87.0
360290163001017,29.0,87.0
360290163001018,29.0,87.0
360290163001019,29.0,87.0
360290163001020,29.0,87.0
360290163001021,29.0,87.0
360290163001022,29.0,87.0
360290163001023,29.0,87.0
360290163002000,29.0,86.0
360290163002001,29.0,86.0
360290163002002,29.0,87.0
360290163002003,29.0,86.0
360290163002004,29.0,86.0
360290163002005,29.0,86.0
360290163002006,29.0,86.0
360290163002007,29.0,86.0
360290163002008,29.0,86.0
360290163002009,29.0,86.0
360290163002010,29.0,86.0
360290163002011,29.0,86.0
360290163002012,29.0,86.0
360290163002013,29.0,86.0
360290163002014,29.0,86.0
360290163003000,29.0,86.0
360290163003001,29.0,86.0
360290163003002,29.0,86.0
360290163003003,29.0,87.0
360290163003004,29.0,86.0
360290163003005,29.0,86.0
360290163003006,29.0,86.0
360290163003007,29.0,86.0
360290163003008,29.0,86.0
360290163003009,29.0,87.0
360290163003010,29.0,87.0
360290163003011,29.0,87.0
360290163003012,29.0,87.0
360290163003013,29.0,87.0
360290163003014,29.0,87.0
360290163003015,29.0,87.0
360290163003016,29.0,87.0
360290163003017,29.0,87.0
360290163003018,29.0,87.0
360290163003019,29.0,87.0
360290163003020,29.0,87.0
360290163003021,29.0,87.0
360290163003022,29.0,87.0
360290163003023,29.0,86.0
360290163003024,29.0,87.0
360290163003025,29.0,87.0
360290163003026,29.0,86.0
360290163003027,29.0,86.0
360290163003028,29.0,86.0
360290163003029,29.0,86.0
360290163003030,29.0,86.0
360290163003031,29.0,86.0
360290163003032,29.0,87.0
360290163003033,29.0,87.0
360290163003034,29.0,72.0
360290163003035,29.0,72.0
360290163003036,29.0,72.0
360290164001000,29.0,85.0
360290164001001,29.0,85.0
360290164001002,29.0,85.0
360290164001003,29.0,85.0
360290164001004,29.0,85.0
360290164001005,29.0,87.0
360290164001006,29.0,87.0
360290164001007,29.0,85.0
360290164001008,29.0,85.0
360290164001009,29.0,87.0
360290164001010,29.0,87.0
360290164001011,29.0,87.0
360290164001012,29.0,87.0
360290164001013,29.0,85.0
360290164001014,29.0,85.0
360290164001015,29.0,85.0
360290164001016,29.0,85.0
360290164001017,29.0,85.0
360290164001018,29.0,85.0
360290164001019,29.0,85.0
360290164001020,29.0,85.0
360290164002000,29.0,87.0
360290164002001,29.0,87.0
360290164002002,29.0,87.0
360290164002003,29.0,87.0
360290164002004,29.0,87.0
360290164002005,29.0,87.0
360290164002006,29.0,87.0
360290164002007,29.0,87.0
360290164002008,29.0,87.0
360290164002009,29.0,87.0
360290164002010,29.0,87.0
360290164002011,29.0,87.0
360290164002012,29.0,87.0
360290164002013,29.0,87.0
360290164002014,29.0,87.0
360290164002015,29.0,87.0
360290164002016,29.0,87.0
360290164002017,29.0,87.0
360290164002018,29.0,87.0
360290164002019,29.0,87.0
360290164002020,29.0,87.0
360290164002021,29.0,87.0
360290164002022,29.0,87.0
360290164002023,29.0,87.0
360290164002024,29.0,87.0
360290164002025,29.0,87.0
360290164002026,29.0,87.0
360290164002027,29.0,87.0
360290164002028,29.0,87.0
360290164002029,29.0,87.0
360290164002030,29.0,87.0
360290164002031,29.0,87.0
360290164002032,29.0,87.0
360290164002033,29.0,87.0
360290164002034,29.0,87.0
360290164002035,29.0,87.0
360290164002036,29.0,87.0
360290164002037,29.0,87.0
360290164002038,29.0,87.0
360290164003000,29.0,87.0
360290164003001,29.0,87.0
360290164003002,29.0,87.0
360290164003003,29.0,87.0
360290164003004,29.0,87.0
360290164003005,29.0,87.0
360290164003006,29.0,87.0
360290164003007,29.0,87.0
360290164003008,29.0,87.0
360290164003009,29.0,87.0
360290164003010,29.0,87.0
360290164003011,29.0,87.0
360290164003012,29.0,87.0
360290164003013,29.0,87.0
360290164003014,29.0,87.0
360290164003015,29.0,85.0
360290164003016,29.0,85.0
360290164003017,29.0,87.0
360290164003018,29.0,87.0
360290164003019,29.0,87.0
360290164003020,29.0,87.0
360290164003021,29.0,87.0
360290164003022,29.0,85.0
360290164003023,29.0,85.0
360290164003024,29.0,87.0
360290164004000,29.0,87.0
360290164004001,29.0,87.0
360290164004002,29.0,87.0
360290164004003,29.0,87.0
360290164004004,29.0,87.0
360290164004005,29.0,87.0
360290164004006,29.0,87.0
360290164005000,29.0,87.0
360290164005001,29.0,87.0
360290164005002,29.0,87.0
360290164005003,29.0,87.0
360290164005004,29.0,87.0
360290164005005,29.0,87.0
360290164005006,29.0,87.0
360290164005007,29.0,87.0
360290164005008,29.0,87.0
360290164005009,29.0,87.0
360290164005010,29.0,87.0
360290164005011,29.0,87.0
360290164005012,29.0,87.0
360290164005013,29.0,87.0
360290165001000,29.0,87.0
360290165001001,29.0,87.0
360290165001002,29.0,87.0
360290165001003,29.0,87.0
360290165001004,29.0,87.0
360290165001005,29.0,87.0
360290165001006,29.0,87.0
360290165001007,29.0,85.0
360290165001008,29.0,85.0
360290165001009,29.0,85.0
360290165001010,29.0,85.0
360290165001011,29.0,85.0
360290165001012,29.0,87.0
360290165001013,29.0,87.0
360290165001014,29.0,85.0
360290165001015,29.0,85.0
360290165001016,29.0,85.0
360290165001017,29.0,85.0
360290165001018,29.0,85.0
360290165001019,29.0,85.0
360290165001020,29.0,85.0
360290165001021,29.0,85.0
360290165001022,29.0,87.0
360290165001023,29.0,87.0
360290165001024,29.0,87.0
360290165001025,29.0,87.0
360290165001026,29.0,87.0
360290165001027,29.0,87.0
360290165001028,29.0,87.0
360290165001029,29.0,87.0
360290165001030,29.0,87.0
360290165001031,29.0,87.0
360290165001032,29.0,87.0
360290165001033,29.0,87.0
360290165001034,29.0,87.0
360290165001035,29.0,87.0
360290165001036,29.0,85.0
360290165001037,29.0,85.0
360290165001038,29.0,85.0
360290165001039,29.0,85.0
360290165001040,29.0,85.0
360290165001041,29.0,85.0
360290165001042,29.0,87.0
360290165001043,29.0,87.0
360290165001044,29.0,87.0
360290165001045,29.0,87.0
360290165001046,29.0,87.0
360290165001047,29.0,87.0
360290165001048,29.0,87.0
360290165001049,29.0,87.0
360290165001050,29.0,87.0
360290165001051,29.0,87.0
360290165001052,29.0,87.0
360290165001053,29.0,87.0
360290165001054,29.0,87.0
360290165001055,29.0,87.0
360290165001056,29.0,85.0
360290165001057,29.0,85.0
360290165001058,29.0,85.0
360290165001059,29.0,85.0
360290165001060,29.0,85.0
360290165001061,29.0,85.0
360290165001062,29.0,85.0
360290165001063,29.0,87.0
360290165001064,29.0,85.0
360290165001065,29.0,85.0
360290165001066,29.0,85.0
360290165001067,29.0,87.0
360290165001068,29.0,87.0
360290165001069,29.0,87.0
360290165001070,29.0,87.0
360290165001071,29.0,85.0
360290165001072,29.0,85.0
360290165001073,29.0,85.0
360290165001074,29.0,85.0
360290165001075,29.0,85.0
360290165001076,29.0,85.0
360290165001077,29.0,85.0
360290165001078,29.0,85.0
360290165001079,29.0,85.0
360290165001080,29.0,85.0
360290165001081,29.0,85.0
360290165001082,29.0,85.0
360290165001083,29.0,85.0
360290165001084,29.0,85.0
360290165001085,29.0,85.0
360290165001086,29.0,85.0
360290165001087,29.0,85.0
360290165001088,29.0,85.0
360290165001089,29.0,85.0
360290165001090,29.0,85.0
360290165001091,29.0,85.0
360290165001092,29.0,85.0
360290165001093,29.0,85.0
360290165001094,29.0,85.0
360290165001095,29.0,85.0
360290165001096,29.0,85.0
360290165001097,29.0,85.0
360290165001098,29.0,85.0
360290165001099,29.0,85.0
360290165001100,29.0,85.0
360290165001101,29.0,85.0
360290165001102,29.0,87.0
360290165001103,29.0,87.0
360290165001104,29.0,87.0
360290165001105,29.0,87.0
360290165001106,29.0,85.0
360290165001107,29.0,85.0
360290165001108,29.0,85.0
360290165002000,33.0,87.0
360290165002001,33.0,87.0
360290165002002,33.0,87.0
360290165002003,33.0,87.0
360290165002004,33.0,87.0
360290165002005,33.0,87.0
360290165002006,33.0,87.0
360290165002007,33.0,85.0
360290165002008,33.0,85.0
360290165002009,33.0,85.0
360290165002010,33.0,85.0
360290165002011,33.0,85.0
360290165002012,33.0,85.0
360290165002013,33.0,85.0
360290165002014,29.0,87.0
360290165002015,29.0,87.0
360290165002016,29.0,87.0
360290165002017,29.0,87.0
360290165002018,33.0,87.0
360290165002019,29.0,85.0
360290165002020,29.0,85.0
360290165002021,29.0,85.0
360290165002022,29.0,85.0
360290165002023,29.0,87.0
360290165002024,29.0,87.0
360290165002025,29.0,87.0
360290165002026,29.0,87.0
360290166001000,33.0,87.0
360290166001001,32.0,87.0
360290166001002,32.0,87.0
360290166001003,32.0,87.0
360290166001004,33.0,87.0
360290166001005,33.0,87.0
360290166001006,33.0,87.0
360290166002000,33.0,87.0
360290166002001,33.0,87.0
360290166002002,33.0,87.0
360290166002003,33.0,87.0
360290166002004,32.0,87.0
360290166002005,33.0,87.0
360290166003000,33.0,87.0
360290166003001,33.0,59.0
360290166003002,33.0,87.0
360290166003003,33.0,87.0
360290166003004,33.0,87.0
360290166003005,33.0,87.0
360290166004000,33.0,87.0
360290166004001,33.0,87.0
360290166004002,33.0,87.0
360290166004003,33.0,59.0
360290166004004,33.0,59.0
360290166004005,33.0,87.0
360290166004006,33.0,87.0
360290166004007,33.0,59.0
360290166004008,33.0,87.0
360290166004009,33.0,87.0
360290166004010,33.0,87.0
360290166004011,33.0,87.0
360290166004012,33.0,87.0
360290166004013,33.0,87.0
360290166004014,33.0,87.0
360290166004015,33.0,87.0
360290166004016,33.0,87.0
360290167001000,29.0,86.0
360290167001001,29.0,86.0
360290167001002,29.0,86.0
360290167001003,29.0,86.0
360290167001004,29.0,86.0
360290167001005,29.0,86.0
360290167001006,29.0,86.0
360290167001007,29.0,86.0
360290167001008,29.0,86.0
360290167001009,29.0,86.0
360290167002000,29.0,86.0
360290167002001,29.0,86.0
360290167002002,29.0,86.0
360290167002003,29.0,86.0
360290167002004,29.0,86.0
360290167002005,29.0,86.0
360290167003000,29.0,86.0
360290167003001,29.0,86.0
360290167003002,29.0,86.0
360290167003003,29.0,86.0
360290167003004,29.0,86.0
360290167003005,29.0,86.0
360290167003006,29.0,86.0
360290167003007,29.0,86.0
360290167003008,29.0,86.0
360290167003009,29.0,86.0
360290167003010,29.0,86.0
360290167003011,29.0,86.0
360290167003012,29.0,86.0
360290167003013,29.0,86.0
360290167003014,29.0,86.0
360290167003015,29.0,86.0
360290167003016,29.0,86.0
360290167003017,29.0,86.0
360290167003018,29.0,86.0
360290167003019,29.0,86.0
360290167003020,29.0,86.0
360290167003021,29.0,86.0
360290167003022,29.0,86.0
360290168011000,33.0,59.0
360290168011001,33.0,59.0
360290168011002,33.0,59.0
360290168011003,33.0,59.0
360290168011004,33.0,59.0
360290168011005,33.0,59.0
360290168011006,33.0,59.0
360290168011007,33.0,59.0
360290168011008,33.0,59.0
360290168011009,33.0,59.0
360290168011010,33.0,59.0
360290168011011,33.0,59.0
360290168012000,27.0,59.0
360290168012001,27.0,59.0
360290168012002,27.0,59.0
360290168012003,27.0,60.0
360290168012004,27.0,60.0
360290168012005,33.0,60.0
360290168012006,33.0,60.0
360290168012007,33.0,60.0
360290168012008,33.0,60.0
360290168012009,33.0,59.0
360290168012010,33.0,59.0
360290168012011,33.0,59.0
360290168012012,33.0,60.0
360290168012013,33.0,59.0
360290168012014,33.0,60.0
360290168012015,33.0,59.0
360290168012016,33.0,59.0
360290168012017,33.0,60.0
360290168021000,21.0,59.0
360290168021001,27.0,59.0
360290168021002,21.0,59.0
360290168021003,27.0,59.0
360290168021004,27.0,59.0
360290168021005,27.0,59.0
360290168021006,27.0,59.0
360290168021007,27.0,59.0
360290168021008,27.0,59.0
360290168021009,27.0,59.0
360290168021010,21.0,59.0
360290168021011,27.0,59.0
360290168021012,27.0,59.0
360290168021013,21.0,59.0
360290168021014,21.0,59.0
360290168021015,27.0,59.0
360290168021016,27.0,59.0
360290168021017,27.0,59.0
360290168022000,21.0,59.0
360290168022001,27.0,59.0
360290168022002,27.0,59.0
360290168022003,27.0,59.0
360290168022004,27.0,59.0
360290168022005,27.0,59.0
360290168022006,27.0,59.0
360290168022007,27.0,59.0
360290168022008,27.0,59.0
360290168022009,27.0,59.0
360290168022010,27.0,59.0
360290168022011,27.0,59.0
360290168022012,27.0,59.0
360290168022013,27.0,59.0
360290168022014,33.0,59.0
360290168022015,33.0,59.0
360290168022016,27.0,59.0
360290168022017,27.0,59.0
360290168022018,27.0,59.0
360290168022019,27.0,59.0
360290168022020,27.0,59.0
360290168022021,27.0,59.0
360290168022022,33.0,59.0
360290168022023,33.0,59.0
360290168022024,33.0,59.0
360290168022025,33.0,59.0
360290169001000,27.0,60.0
360290169001001,27.0,60.0
360290169001002,27.0,60.0
360290169001003,27.0,60.0
360290169001004,27.0,60.0
360290169002000,27.0,60.0
360290169002001,27.0,60.0
360290169002002,27.0,60.0
360290169002003,27.0,60.0
360290169002004,27.0,60.0
360290169003000,27.0,60.0
360290169003001,27.0,60.0
360290169003002,27.0,60.0
360290169003003,27.0,60.0
360290169003004,27.0,60.0
360290169003005,27.0,60.0
360290169004000,27.0,59.0
360290169004001,27.0,59.0
360290169004002,27.0,60.0
360290169004003,27.0,60.0
360290169004004,27.0,60.0
360290169004005,27.0,60.0
360290169004006,27.0,60.0
360290169004007,27.0,60.0
360290169004008,27.0,60.0
360290169004009,27.0,60.0
360290170001000,21.0,70.0
360290170001001,21.0,70.0
360290170001002,21.0,70.0
360290170001003,21.0,70.0
360290170001004,21.0,70.0
360290170001005,21.0,70.0
360290170001006,21.0,70.0
360290170001007,21.0,70.0
360290170001008,21.0,70.0
360290170001009,21.0,70.0
360290170001010,21.0,70.0
360290170002000,21.0,70.0
360290170002001,21.0,70.0
360290170002002,21.0,70.0
360290170002003,21.0,70.0
360290170002004,21.0,70.0
360290170002005,21.0,70.0
360290170002006,21.0,71.0
360290170002007,21.0,70.0
360290170002008,21.0,70.0
360290170002009,21.0,71.0
360290170002010,21.0,70.0
360290170002011,21.0,70.0
360290170002012,21.0,70.0
360290170002013,21.0,59.0
360290170002014,21.0,59.0
360290170002015,21.0,71.0
360290170002016,21.0,71.0
360290170002017,21.0,59.0
360290170003000,21.0,71.0
360290170003001,21.0,71.0
360290170003002,21.0,59.0
360290170003003,21.0,59.0
360290170003004,21.0,59.0
360290170003005,21.0,59.0
360290170003006,21.0,59.0
360290170003007,21.0,59.0
360290170003008,21.0,59.0
360290170003009,21.0,59.0
360290170003010,21.0,59.0
360290170003011,21.0,59.0
360290171001002,26.0,61.0
360290171001003,26.0,61.0
360290171001006,26.0,61.0
360290171001007,26.0,61.0
360290171001008,26.0,61.0
360290171001009,26.0,61.0
360290171001010,26.0,61.0
360290171001011,26.0,61.0
360290171001012,26.0,61.0
360290171001013,26.0,61.0
360290171001014,26.0,61.0
360290171001015,26.0,61.0
360290171001016,26.0,61.0
360290171001017,26.0,61.0
360290171001018,26.0,61.0
360290171002000,26.0,61.0
360290171002001,26.0,61.0
360290171002002,26.0,61.0
360290171002003,26.0,61.0
360290171002004,26.0,61.0
360290171002005,26.0,61.0
360290171003000,26.0,61.0
360290171003001,26.0,61.0
360290171003002,26.0,61.0
360290171003003,26.0,60.0
360290171003004,26.0,60.0
360290171003005,26.0,60.0
360290171004000,26.0,61.0
360290171004001,26.0,61.0
360290171004002,26.0,61.0
360290171004003,26.0,61.0
360290171004004,26.0,61.0
360290171004005,26.0,61.0
360290171005000,26.0,61.0
360290171005001,26.0,61.0
360290171005002,26.0,61.0
360290171005003,26.0,61.0
360290171005004,26.0,61.0
360290171005005,26.0,61.0
360290171005006,26.0,61.0
360290171005007,26.0,61.0
360290171005008,26.0,61.0
360299800001000,26.0,61.0
360299800001001,26.0,61.0
360299805001000,20.0,70.0
360299805001001,20.0,70.0
360299805001002,20.0,70.0
360299805001003,20.0,70.0
360299805001004,20.0,70.0
360299805001005,20.0,70.0
360299805001006,20.0,70.0
360299805001007,20.0,71.0
